file_name,video_length,file_size,resolution,avg_rgb,bit_depth,bit_rate,frame_rate,psnr,ssim,encoding_time
video10.mp4,27.243,1196092,"(960, 540)","(144.8263425925926, 128.98250000000002, 113.04428240740741)",,341567,25.0,35.252757,0.980584,10.608768463134766
video8.mp4,12.679,337332,"(1280, 576)","(133.20489366319444, 112.40427652994792, 108.02223578559028)",,199673,30.0,28.815609,0.967031,5.242540121078491
video14.mp4,10.044,1048305,"(1024, 576)","(105.8521491156684, 102.80479939778645, 106.76993815104166)",,695233,29.97,31.277508,0.963463,5.552918434143066
video1.mp4,24.2,1414844,"(2732, 848)","(16.763392548827316, 16.852703113345672, 17.10504606480842)",,402870,30.0,27.038585,0.8889,20.274991512298584
video11.mp4,181.034,21030510,"(1280, 630)","(125.33123511904762, 129.18482142857144, 108.23396825396826)",,788040,30.0,32.856936,0.970317,126.55098342895508
video5.mp4,9.814,1031082,"(1280, 720)","(108.007421875, 110.91681532118055, 120.14521592881944)",,697811,29.97002997002997,31.061561,0.948021,5.9140565395355225
video7.mp4,8.278,334192,"(1280, 720)","(74.52201497395833, 82.19828016493055, 107.27926323784722)",,308039,29.97002997002997,33.125089,0.974625,3.6450393199920654
video12.mp4,35.765,6900619,"(720, 1280)","(133.30905381944444, 130.95814453125, 128.44370551215277)",,1406274,29.666666666666668,31.573829,0.945476,27.7142813205719
video13.mp4,11.703,1202148,"(576, 1024)","(104.9315473768446, 116.27026875813802, 122.63380601671007)",,677225,60.0,32.284819,0.967299,9.58264970779419
video15.mp4,10.048,2060908,"(1280, 720)","(122.50719184027778, 113.52957682291667, 106.586630859375)",,1630473,25.0,32.161053,0.957973,8.088571310043335
video2.mp4,308.06,18381823,"(640, 360)","(49.003337673611114, 113.84752604166667, 80.40128472222223)",,340884,25.0,30.763399,0.910204,83.88517594337463
video4.mp4,6.23,315038,"(1280, 720)","(89.31726453993056, 67.99804470486112, 80.42341362847222)",,265382,23.976023976023978,32.472116,0.975708,2.1718642711639404
video3.mp4,117.967,2293088,"(1364, 768)","(20.66146215175953, 23.220376649560116, 22.041204637096776)",,152248,30.0,28.213136,0.927372,46.62590503692627
video9.mp4,8.854,350122,"(960, 540)","(135.16101851851852, 125.08707561728396, 114.34591820987654)",,304744,25.0,34.068848,0.980828,3.1958484649658203
video6.mp4,9.195,714995,"(1280, 720)","(103.14623480902777, 114.85256618923611, 113.61030598958334)",,479891,29.97002997002997,31.079719,0.966429,4.915486097335815
