file_name,video_length,file_size,resolution,avg_rgb,bit_depth,bit_rate,frame_rate,psnr,ssim,encoding_time
video10.mp4,27.243,1964192,"(960, 540)","(144.78845293209878, 129.01864583333332, 113.01565972222222)",,568943,25.0,35.496535,0.98414,12.468549251556396
video8.mp4,12.679,643961,"(1280, 576)","(133.2102281358507, 112.41664632161459, 108.04876844618056)",,395355,30.0,28.859199,0.970612,6.029423236846924
video14.mp4,10.044,1246493,"(1024, 576)","(105.836183336046, 102.8663092719184, 106.73993937174478)",,855278,29.97,31.261914,0.961872,6.0987043380737305
video1.mp4,24.2,3343225,"(2732, 848)","(16.762123090416864, 16.853010442277412, 17.10220715696566)",,1042507,30.0,27.051544,0.889549,22.279079914093018
video11.mp4,181.034,32452635,"(1280, 630)","(125.30738467261905, 129.18341393849207, 108.26441344246032)",,1294879,30.0,33.060996,0.976273,161.7133026123047
video5.mp4,9.814,1353475,"(1280, 720)","(107.96555013020833, 110.89156792534722, 120.13702690972222)",,962868,29.97002997002997,31.065506,0.946947,6.963683843612671
video7.mp4,8.278,621125,"(1280, 720)","(74.48985134548612, 82.25151041666666, 107.22823893229166)",,587578,29.97002997002997,33.195693,0.976236,5.109246492385864
video12.mp4,35.765,8069083,"(720, 1280)","(133.26610568576388, 130.97987413194446, 128.42406792534723)",,1669750,29.666666666666668,31.67532,0.948161,32.746620416641235
video13.mp4,11.703,1606107,"(576, 1024)","(104.92918395996094, 116.34129842122395, 122.63665093315971)",,958098,60.0,32.359557,0.967855,10.372339487075806
video15.mp4,10.048,2552773,"(1280, 720)","(122.50165256076389, 113.55688259548612, 106.56123914930555)",,2024226,25.0,32.276686,0.959674,9.046616792678833
video2.mp4,308.06,21792522,"(640, 360)","(49.02005642361111, 113.84759548611112, 80.38299913194444)",,431193,25.0,30.834496,0.911089,110.00530457496643
video4.mp4,6.23,492559,"(1280, 720)","(89.3111838107639, 67.985029296875, 80.43212782118056)",,495695,23.976023976023978,32.600464,0.978183,2.874807357788086
video3.mp4,117.967,5073343,"(1364, 768)","(20.66466294751955, 23.21709757606305, 22.05487937591642)",,342862,30.0,28.246556,0.930153,49.87265586853027
video9.mp4,8.854,591106,"(960, 540)","(135.15702932098765, 125.07907407407407, 114.27827932098765)",,524668,25.0,34.252942,0.984417,4.27359676361084
video6.mp4,9.195,1037377,"(1280, 720)","(103.17462890625, 114.8747732204861, 113.61118815104166)",,763127,29.97002997002997,31.10921,0.966524,5.696579456329346
