file_name,video_length,file_size,resolution,avg_rgb,bit_depth,bit_rate,frame_rate,psnr,ssim,encoding_time
video10.mp4,27.243,3380249,"(960, 540)","(144.84115547839505, 129.01665123456792, 113.04296296296296)",8,983994,25.0,35.725646,0.989771,5.971528768539429
video8.mp4,12.679,661506,"(1280, 576)","(133.21821424696182, 112.38987901475694, 108.08330213758681)",8,406039,30.0,28.893429,0.975318,2.368864059448242
video14.mp4,10.044,1944952,"(1024, 576)","(105.9304945203993, 102.87474229600694, 106.7960205078125)",8,1411639,29.97,31.748905,0.977492,3.5753207206726074
video1.mp4,24.2,1771330,"(2732, 848)","(16.764611505152075, 16.853684235061742, 17.107926841901712)",8,521758,30.0,27.046129,0.889435,9.104229211807251
video11.mp4,181.034,39804974,"(1280, 630)","(125.37467261904762, 129.16014384920635, 108.34070436507936)",8,1619219,30.0,33.283622,0.986219,69.93801617622375
video5.mp4,9.814,1922427,"(1280, 720)","(107.98721896701389, 110.94565972222222, 120.1423513454861)",8,1426915,29.97002997002997,31.37916,0.955634,3.6906862258911133
video7.mp4,8.278,626557,"(1280, 720)","(74.60552191840277, 82.23918077256944, 107.31454535590278)",8,593451,29.97002997002997,33.472482,0.985686,2.1716701984405518
video12.mp4,35.765,15347970,"(720, 1280)","(133.19437391493057, 131.01939127604166, 128.45050130208332)",8,3296835,29.666666666666668,32.255215,0.970493,18.11368489265442
video13.mp4,11.703,2251266,"(576, 1024)","(104.93660651312933, 116.36310662163628, 122.71826002332898)",8,1397778,60.0,32.875272,0.982588,5.6460793018341064
video15.mp4,10.048,4411988,"(1280, 720)","(122.54060329861112, 113.57130750868056, 106.60425238715278)",8,3505988,25.0,32.834628,0.976684,4.742043972015381
video2.mp4,308.06,26235779,"(640, 360)","(49.065998263888886, 113.81733072916667, 80.53470052083334)",8,545189,25.0,31.257644,0.925076,37.329036712646484
video4.mp4,6.23,468760,"(1280, 720)","(89.35206922743056, 68.01900065104167, 80.44792209201388)",8,466631,23.976023976023978,32.877581,0.986677,1.423222541809082
video3.mp4,117.967,6052231,"(1364, 768)","(20.64747430199169, 23.217553877993645, 22.032921516067937)",8,407761,30.0,28.25412,0.932811,21.413738012313843
video9.mp4,8.854,960694,"(960, 540)","(135.1528838734568, 125.08844714506174, 114.35148726851853)",8,859771,25.0,34.399367,0.989578,2.120269298553467
video6.mp4,9.195,1362922,"(1280, 720)","(103.20747287326388, 114.90049045138889, 113.63025065104166)",8,1047141,29.97002997002997,31.344383,0.97334,3.4583630561828613
