file_name,video_length,file_size,resolution,avg_rgb,bit_depth,bit_rate,frame_rate,psnr,ssim,encoding_time
video10.mp4,27.243,1203271,"(960, 540)","(144.89374035493827, 129.01292824074073, 112.97030478395062)",,343673,25.0,35.188503,0.978304,8.26405668258667
video8.mp4,12.679,332400,"(1280, 576)","(133.2035427517361, 112.41042073567709, 108.02741021050348)",,196553,30.0,28.819494,0.966024,3.8879616260528564
video14.mp4,10.044,1079019,"(1024, 576)","(105.81470235188802, 102.75830078125, 106.91544087727864)",,719691,29.97,31.262366,0.960861,4.395185470581055
video1.mp4,24.2,1413830,"(2732, 848)","(16.76002358490566, 16.85424752755601, 17.105080164507307)",,402532,30.0,27.03844,0.888782,16.25907063484192
video11.mp4,181.034,21734272,"(1280, 630)","(125.37029017857142, 129.19038938492062, 108.26310515873016)",,819140,30.0,32.79781,0.966048,114.26691031455994
video5.mp4,9.814,1052779,"(1280, 720)","(107.98666341145834, 110.92527777777778, 120.13926866319444)",,715499,29.97002997002997,31.037315,0.945576,5.054459810256958
video7.mp4,8.278,339636,"(1280, 720)","(74.58595594618056, 82.192314453125, 107.27097981770834)",,313295,29.97002997002997,33.080086,0.972284,3.3300416469573975
video12.mp4,35.765,7265896,"(720, 1280)","(133.34278971354166, 130.95148980034722, 128.36404405381944)",,1487975,29.666666666666668,31.524568,0.942404,25.31551766395569
video13.mp4,11.703,1223932,"(576, 1024)","(104.93904452853732, 116.27753702799478, 122.72707282172308)",,692136,60.0,32.206777,0.962941,8.018323183059692
video15.mp4,10.048,2079124,"(1280, 720)","(122.571748046875, 113.57246961805555, 106.54443359375)",,1644981,25.0,32.091167,0.954676,6.3839430809021
video2.mp4,308.06,18662631,"(640, 360)","(48.97085503472222, 113.82687934027778, 80.465)",,348172,25.0,30.736437,0.906954,65.92987751960754
video4.mp4,6.23,315686,"(1280, 720)","(89.38815755208333, 67.97379014756945, 80.46657877604167)",,266206,23.976023976023978,32.47649,0.974561,1.935664176940918
video3.mp4,117.967,2265040,"(1364, 768)","(20.650941432978982, 23.20405574138563, 22.028896894855816)",,150345,30.0,28.220133,0.926761,39.93369913101196
video9.mp4,8.854,354344,"(960, 540)","(135.18467592592592, 125.05665123456791, 114.35827160493828)",,308558,25.0,34.016942,0.978469,2.7565457820892334
video6.mp4,9.195,714942,"(1280, 720)","(103.25271592881944, 114.84511610243055, 113.60254665798611)",,479837,29.97002997002997,31.047708,0.96424,4.13415789604187
